595,1.8921,31.8347506692,30,2015,07," 5",15,10
590,1.8762,31.4232322626,30,2015,07," 5",15,20
589,1.87302,31.3409751656,30,2015,07," 5",15,30
589,1.87302,31.3409751656,30,2015,07," 5",15,40
582,1.85076,30.765716153,30,2015,07," 5",15,50
576,1.83168,30.273546622,30,2015,07," 5",16,00
569,1.80942,29.7006667991,30,2015,07," 5",16,10
570,1.8126,29.7824098682,30,2015,07," 5",16,20
584,1.85712,30.9299706691,30,2015,07," 5",16,30
577,1.83486,30.3555080517,30,2015,07," 5",16,40
571,1.81578,29.8641866169,30,2015,07," 5",16,50
564,1.79352,29.2924853081,30,2015,07," 5",17,00
584,1.85712,30.9299706691,30,2015,07," 5",17,10
590,1.8762,31.4232322626,30,2015,07," 5",17,20
583,1.85394,30.84783203,30,2015,07, 5,17,30
583,1.85394,30.84783203,30,2015,07, 5,17,40
570,1.8126,29.7824098682,30,2015,07, 5,17,50
563,1.79034,29.2109614757,30,2015,07, 5,18,00
570,1.8126,29.7824098682,30,2015,07, 5,18,10
570,1.8126,29.7824098682,30,2015,07, 5,18,20
577,1.83486,30.3555080517,30,2015,07, 5,18,30
577,1.83486,30.3555080517,30,2015,07, 5,18,40
576,1.83168,30.273546622,30,2015,07, 5,18,50
576,1.83168,30.273546622,30,2015,07, 5,19,00
574,1.82532,30.1097106876,30,2015,07, 5,19,10
569,1.80942,29.7006667991,30,2015,07, 5,19,20
570,1.8126,29.7824098682,30,2015,07, 5,19,30
569,1.80942,29.7006667991,30,2015,07, 5,19,40
569,1.80942,29.7006667991,30,2015,07, 5,19,50
571,1.81578,29.8641866169,30,2015,07, 5,20,00
575,1.8285,30.1916138883,30,2015,07, 5,20,10
582,1.85076,30.765716153,30,2015,07, 5,20,20
582,1.85076,30.765716153,30,2015,07, 5,20,30
582,1.85076,30.765716153,30,2015,07, 5,20,40
582,1.85076,30.765716153,30,2015,07, 5,20,50
580,1.8444,30.6015561048,30,2015,07, 5,21,00
575,1.8285,30.1916138883,30,2015,07, 5,21,10
575,1.8285,30.1916138883,30,2015,07, 5,21,20
575,1.8285,30.1916138883,30,2015,07, 5,21,30
568,1.80624,29.6189582312,30,2015,07, 5,21,40
579,1.84122,30.5195136368,30,2015,07, 5,21,50
582,1.85076,30.765716153,30,2015,07, 5,22,00
582,1.85076,30.765716153,30,2015,07, 5,22,10
582,1.85076,30.765716153,30,2015,07, 5,22,20
581,1.84758,30.6836238937,30,2015,07, 5,22,30
582,1.85076,30.765716153,30,2015,07, 5,22,40
582,1.85076,30.765716153,30,2015,07, 5,22,50
582,1.85076,30.765716153,30,2015,07, 5,23,00
581,1.84758,30.6836238937,30,2015,07, 5,23,10
581,1.84758,30.6836238937,30,2015,07, 5,23,20
575,1.8285,30.1916138883,30,2015,07, 5,23,30
575,1.8285,30.1916138883,30,2015,07, 5,23,40
575,1.8285,30.1916138883,30,2015,07, 5,23,50
575,1.8285,30.1916138883,30,2015,07, 6,00,00
575,1.8285,30.1916138883,30,2015,07, 6,00,10
575,1.8285,30.1916138883,30,2015,07, 6,00,20
575,1.8285,30.1916138883,30,2015,07, 6,00,30
575,1.8285,30.1916138883,30,2015,07, 6,00,40
575,1.8285,30.1916138883,30,2015,07, 6,00,50
575,1.8285,30.1916138883,30,2015,07, 6,01,00
575,1.8285,30.1916138883,30,2015,07, 6,01,10
575,1.8285,30.1916138883,30,2015,07, 6,01,20
575,1.8285,30.1916138883,30,2015,07, 6,01,30
575,1.8285,30.1916138883,30,2015,07, 6,01,40
575,1.8285,30.1916138883,30,2015,07, 6,01,50
575,1.8285,30.1916138883,30,2015,07, 6,02,00
575,1.8285,30.1916138883,30,2015,07, 6,02,10
575,1.8285,30.1916138883,30,2015,07, 6,02,20
575,1.8285,30.1916138883,30,2015,07, 6,02,30
575,1.8285,30.1916138883,30,2015,07, 6,02,40
575,1.8285,30.1916138883,30,2015,07, 6,02,50
573,1.82214,30.0278378547,30,2015,07, 6,03,00
575,1.8285,30.1916138883,30,2015,07, 6,03,10
575,1.8285,30.1916138883,30,2015,07, 6,03,20
575,1.8285,30.1916138883,30,2015,07, 6,03,30
569,1.80942,29.7006667991,30,2015,07, 6,03,40
582,1.85076,30.765716153,30,2015,07, 6,03,50
588,1.86984,31.258735642,30,2015,07, 6,04,00
588,1.86984,31.258735642,30,2015,07, 6,04,10
588,1.86984,31.258735642,30,2015,07, 6,04,20
588,1.86984,31.258735642,30,2015,07, 6,04,30
588,1.86984,31.258735642,30,2015,07, 6,04,40
588,1.86984,31.258735642,30,2015,07, 6,04,50
588,1.86984,31.258735642,30,2015,07, 6,05,00
588,1.86984,31.258735642,30,2015,07, 6,05,10
588,1.86984,31.258735642,30,2015,07, 6,05,20
588,1.86984,31.258735642,30,2015,07, 6,05,30
583,1.85394,30.84783203,30,2015,07, 6,05,40
582,1.85076,30.765716153,30,2015,07, 6,05,50
582,1.85076,30.765716153,30,2015,07, 6,06,00
582,1.85076,30.765716153,30,2015,07, 6,06,10
575,1.8285,30.1916138883,30,2015,07, 6,06,20
582,1.85076,30.765716153,30,2015,07, 6,06,30
582,1.85076,30.765716153,30,2015,07, 6,06,40
575,1.8285,30.1916138883,30,2015,07, 6,06,50
582,1.85076,30.765716153,30,2015,07, 6,07,00
576,1.83168,30.273546622,30,2015,07, 6,07,10
576,1.83168,30.273546622,30,2015,07, 6,07,20
576,1.83168,30.273546622,30,2015,07, 6,07,30
576,1.83168,30.273546622,30,2015,07, 6,07,40
576,1.83168,30.273546622,30,2015,07, 6,07,50
576,1.83168,30.273546622,30,2015,07, 6,08,00
576,1.83168,30.273546622,30,2015,07, 6,08,10
577,1.83486,30.3555080517,30,2015,07, 6,08,20
570,1.8126,29.7824098682,30,2015,07, 6,08,30
570,1.8126,29.7824098682,30,2015,07, 6,08,40
570,1.8126,29.7824098682,30,2015,07, 6,08,50
570,1.8126,29.7824098682,30,2015,07, 6,09,00
577,1.83486,30.3555080517,30,2015,07, 6,09,10
584,1.85712,30.9299706691,30,2015,07, 6,09,20
577,1.83486,30.3555080517,30,2015,07, 6,09,30
577,1.83486,30.3555080517,30,2015,07, 6,09,40
576,1.83168,30.273546622,30,2015,07, 6,09,50
576,1.83168,30.273546622,30,2015,07, 6,10,00
569,1.80942,29.7006667991,30,2015,07, 6,10,10
575,1.8285,30.1916138883,30,2015,07, 6,10,20
571,1.81578,29.8641866169,25,2015,07, 6,10,30
569,1.80942,29.7006667991,25,2015,07, 6,10,40
569,1.80942,29.7006667991,25,2015,07, 6,10,50
569,1.80942,29.7006667991,25,2015,07, 6,11,00
562,1.78716,29.129477018,25,2015,07, 6,11,10
562,1.78716,29.129477018,25,2015,07, 6,11,20
562,1.78716,29.129477018,25,2015,07, 6,11,30
563,1.79034,29.2109614757,25,2015,07, 6,11,40
563,1.79034,29.2109614757,25,2015,07, 6,11,50
556,1.76808,28.6414419276,25,2015,07, 6,12,00
556,1.76808,28.6414419276,25,2015,07, 6,12,10
556,1.76808,28.6414419276,25,2015,07, 6,12,20
556,1.76808,28.6414419276,25,2015,07, 6,12,30
549,1.74582,28.0741239731,25,2015,07, 6,12,40
